A分支-x86_64（二进制包名）,A分支-x86_64（二进制对应源码包名）,A分支-aarch64（二进制包名）,A分支-aarch64（二进制对应源码包名）,A分支-loongarch64（二进制包名）,A分支-loongarch64（二进制对应源码包名）,E分支-x86_64（二进制包名）,E分支-x86_64（二进制对应源码包名）,E分支-aarch64（二进制包名）,E分支-aarch64（二进制对应源码包名）,,,,,,,,,,,,,,,
texlive-avantgar,texlive,texlive-hyphen-base,texlive,texlive-pst-math,texlive,,,,,,,,,,,,,,,,,,,
texlive-awesomebox,texlive,texlive-hyphenat,texlive,texlive-pst-node,texlive,,,,,,,,,,,,,,,,,,,
texlive-babel,texlive,texlive-ifetex,texlive,texlive-pst-plot,texlive,,,,,,,,,,,,,,,,,,,
texlive-babel-english,texlive,texlive-ifluatex,texlive,texlive-pst-slpe,texlive,,,,,,,,,,,,,,,,,,,
texlive-babelbib,texlive,texlive-ifmtarg,texlive,texlive-pst-text,texlive,,,,,,,,,,,,,,,,,,,
texlive-base,texlive,texlive-ifoddpage,texlive,texlive-pst-tools,texlive,,,,,,,,,,,,,,,,,,,
texlive-beamer,texlive,texlive-iftex,texlive,texlive-pst-tree,texlive,,,,,,,,,,,,,,,,,,,
texlive-bera,texlive,texlive-ifxetex,texlive,texlive-pstricks,texlive,,,,,,,,,,,,,,,,,,,
texlive-beton,texlive,texlive-import,texlive,texlive-pstricks-add,texlive,,,,,,,,,,,,,,,,,,,
texlive-bibtex,texlive,texlive-index,texlive,texlive-ptext,texlive,,,,,,,,,,,,,,,,,,,
texlive-bibtopic,texlive,texlive-jadetex,texlive,texlive-pxfonts,texlive,,,,,,,,,,,,,,,,,,,
texlive-bidi,texlive,texlive-jknapltx,texlive,texlive-qstest,texlive,,,,,,,,,,,,,,,,,,,
texlive-bigfoot,texlive,texlive-kastrup,texlive,texlive-rcs,texlive,,,,,,,,,,,,,,,,,,,
texlive-bookman,texlive,texlive-kerkis,texlive,texlive-realscripts,texlive,,,,,,,,,,,,,,,,,,,
texlive-booktabs,texlive,texlive-knuth-lib,texlive,texlive-rsfs,texlive,,,,,,,,,,,,,,,,,,,
texlive-breakurl,texlive,texlive-knuth-local,texlive,texlive-sansmath,texlive,,,,,,,,,,,,,,,,,,,
texlive-breqn,texlive,texlive-koma-script,texlive,texlive-sauerj,texlive,,,,,,,,,,,,,,,,,,,
texlive-capt-of,texlive,texlive-kpathsea,texlive,texlive-scheme-basic,texlive,,,,,,,,,,,,,,,,,,,
texlive-caption,texlive,texlive-l3experimental,texlive,texlive-section,texlive,,,,,,,,,,,,,,,,,,,
texlive-carlisle,texlive,texlive-l3kernel,texlive,texlive-sectsty,texlive,,,,,,,,,,,,,,,,,,,
texlive-changebar,texlive,texlive-l3packages,texlive,texlive-seminar,texlive,,,,,,,,,,,,,,,,,,,
texlive-changepage,texlive,texlive-lastpage,texlive,texlive-sepnum,texlive,,,,,,,,,,,,,,,,,,,
texlive-charter,texlive,texlive-latex,texlive,texlive-setspace,texlive,,,,,,,,,,,,,,,,,,,
texlive-chngcntr,texlive,texlive-latex-fonts,texlive,texlive-showexpl,texlive,,,,,,,,,,,,,,,,,,,
texlive-cite,texlive,texlive-latex2man,texlive,texlive-soul,texlive,,,,,,,,,,,,,,,,,,,
texlive-cjk,texlive,texlive-latexconfig,texlive,texlive-stmaryrd,texlive,,,,,,,,,,,,,,,,,,,
texlive-classpack,texlive,texlive-lettrine,texlive,texlive-subfig,texlive,,,,,,,,,,,,,,,,,,,
texlive-cm,texlive,texlive-lib,texlive,texlive-subfigure,texlive,,,,,,,,,,,,,,,,,,,
texlive-cm-lgc,texlive,texlive-linegoal,texlive,texlive-svn-prov,texlive,,,,,,,,,,,,,,,,,,,
texlive-cm-super,texlive,texlive-lineno,texlive,texlive-symbol,texlive,,,,,,,,,,,,,,,,,,,
texlive-cmap,texlive,texlive-listings,texlive,texlive-t2,texlive,,,,,,,,,,,,,,,,,,,
texlive-cmextra,texlive,texlive-lm,texlive,texlive-tabu,texlive,,,,,,,,,,,,,,,,,,,
texlive-cns,texlive,texlive-lm-math,texlive,texlive-tabulary,texlive,,,,,,,,,,,,,,,,,,,
texlive-collectbox,texlive,texlive-ltabptch,texlive,texlive-tetex,texlive,,,,,,,,,,,,,,,,,,,
texlive-collection-basic,texlive,texlive-ltxmisc,texlive,texlive-tex,texlive,,,,,,,,,,,,,,,,,,,
texlive-collection-fontsrecommended,texlive,texlive-lua-alt-getopt,texlive,texlive-tex-gyre,texlive,,,,,,,,,,,,,,,,,,,
texlive-collection-htmlxml,texlive,texlive-lualatex-math,texlive,texlive-tex-gyre-math,texlive,,,,,,,,,,,,,,,,,,,
texlive-collection-latex,texlive,texlive-lualibs,texlive,texlive-tex-ini-files,texlive,,,,,,,,,,,,,,,,,,,
texlive-collection-latexrecommended,texlive,texlive-luaotfload,texlive,texlive-tex4ht,texlive,,,,,,,,,,,,,,,,,,,
texlive-collection-xetex,texlive,texlive-luatex,texlive,texlive-texconfig,texlive,,,,,,,,,,,,,,,,,,,
texlive-colortbl,texlive,texlive-luatex85,texlive,texlive-texlive-common-doc,texlive,,,,,,,,,,,,,,,,,,,
texlive-context,texlive,texlive-luatexbase,texlive,texlive-texlive-docindex,texlive,,,,,,,,,,,,,,,,,,,
texlive-courier,texlive,texlive-makecmds,texlive,texlive-texlive-en,texlive,,,,,,,,,,,,,,,,,,,
texlive-crop,texlive,texlive-makeindex,texlive,texlive-texlive-msg-translations,texlive,,,,,,,,,,,,,,,,,,,
texlive-csquotes,texlive,texlive-manfnt-font,texlive,texlive-texlive-scripts,texlive,,,,,,,,,,,,,,,,,,,
texlive-ctable,texlive,texlive-marginnote,texlive,texlive-texlive.infra,texlive,,,,,,,,,,,,,,,,,,,
texlive-ctablestack,texlive,texlive-marvosym,texlive,texlive-textcase,texlive,,,,,,,,,,,,,,,,,,,
texlive-currfile,texlive,texlive-mathpazo,texlive,texlive-textpos,texlive,,,,,,,,,,,,,,,,,,,
texlive-datetime,texlive,texlive-mathspec,texlive,texlive-threeparttable,texlive,,,,,,,,,,,,,,,,,,,
texlive-dvipdfmx,texlive,texlive-mathtools,texlive,texlive-thumbpdf,texlive,,,,,,,,,,,,,,,,,,,
texlive-dvipng,texlive,texlive-mdwtools,texlive,texlive-times,texlive,,,,,,,,,,,,,,,,,,,
texlive-dvips,texlive,texlive-memoir,texlive,texlive-tipa,texlive,,,,,,,,,,,,,,,,,,,
texlive-dvisvgm,texlive,texlive-metafont,texlive,texlive-titlesec,texlive,,,,,,,,,,,,,,,,,,,
texlive-ec,texlive,texlive-metalogo,texlive,texlive-titling,texlive,,,,,,,,,,,,,,,,,,,
texlive-eepic,texlive,texlive-metapost,texlive,texlive-tocloft,texlive,,,,,,,,,,,,,,,,,,,
texlive-enctex,texlive,texlive-mflogo,texlive,texlive-tools,texlive,,,,,,,,,,,,,,,,,,,
texlive-enumitem,texlive,texlive-mflogo-font,texlive,texlive-trimspaces,texlive,,,,,,,,,,,,,,,,,,,
texlive-environ,texlive,texlive-mfnfss,texlive,texlive-txfonts,texlive,,,,,,,,,,,,,,,,,,,
texlive-epsf,texlive,texlive-mfware,texlive,texlive-type1cm,texlive,,,,,,,,,,,,,,,,,,,
texlive-epstopdf,texlive,texlive-microtype,texlive,texlive-typehtml,texlive,,,,,,,,,,,,,,,,,,,
texlive-eqparbox,texlive,texlive-mnsymbol,texlive,texlive-ucharclasses,texlive,,,,,,,,,,,,,,,,,,,
texlive-eso-pic,texlive,texlive-mparhack,texlive,texlive-ucs,texlive,,,,,,,,,,,,,,,,,,,
texlive-etex,texlive,texlive-mptopdf,texlive,texlive-uhc,texlive,,,,,,,,,,,,,,,,,,,
texlive-etex-pkg,texlive,texlive-ms,texlive,texlive-ulem,texlive,,,,,,,,,,,,,,,,,,,
texlive-etoolbox,texlive,texlive-multido,texlive,texlive-underscore,texlive,,,,,,,,,,,,,,,,,,,
texlive-euenc,texlive,texlive-multirow,texlive,texlive-unicode-data,texlive,,,,,,,,,,,,,,,,,,,
texlive-euler,texlive,texlive-natbib,texlive,texlive-unicode-math,texlive,,,,,,,,,,,,,,,,,,,
texlive-euro,texlive,texlive-ncctools,texlive,texlive-unisugar,texlive,,,,,,,,,,,,,,,,,,,
texlive-eurosym,texlive,texlive-ncntrsbk,texlive,texlive-updmap-map,texlive,,,,,,,,,,,,,,,,,,,
texlive-extsizes,texlive,texlive-needspace,texlive,texlive-upquote,texlive,,,,,,,,,,,,,,,,,,,
texlive-fancybox,texlive,texlive-norasi-c90,texlive,texlive-url,texlive,,,,,,,,,,,,,,,,,,,
texlive-fancyhdr,texlive,texlive-ntgclass,texlive,texlive-utopia,texlive,,,,,,,,,,,,,,,,,,,
texlive-fancyref,texlive,texlive-oberdiek,texlive,texlive-varwidth,texlive,,,,,,,,,,,,,,,,,,,
texlive-fancyvrb,texlive,texlive-overpic,texlive,texlive-wadalab,texlive,,,,,,,,,,,,,,,,,,,
texlive-filecontents,texlive,texlive-palatino,texlive,texlive-was,texlive,,,,,,,,,,,,,,,,,,,
texlive-filehook,texlive,texlive-paralist,texlive,texlive-wasy,texlive,,,,,,,,,,,,,,,,,,,
texlive-finstrut,texlive,texlive-parallel,texlive,texlive-wasy2-ps,texlive,,,,,,,,,,,,,,,,,,,
texlive-fix2col,texlive,texlive-parskip,texlive,texlive-wasysym,texlive,,,,,,,,,,,,,,,,,,,
texlive-fixlatvian,texlive,texlive-passivetex,texlive,texlive-wrapfig,texlive,,,,,,,,,,,,,,,,,,,
texlive-float,texlive,texlive-pdfpages,texlive,texlive-xcolor,texlive,,,,,,,,,,,,,,,,,,,
texlive-fmtcount,texlive,texlive-pdftex,texlive,texlive-xdvi,texlive,,,,,,,,,,,,,,,,,,,
texlive-fncychap,texlive,texlive-pgf,texlive,texlive-xecjk,texlive,,,,,,,,,,,,,,,,,,,
texlive-fontawesome,texlive,texlive-philokalia,texlive,texlive-xecolor,texlive,,,,,,,,,,,,,,,,,,,
texlive-fontbook,texlive,texlive-placeins,texlive,texlive-xecyr,texlive,,,,,,,,,,,,,,,,,,,
texlive-fonts-tlwg,texlive,texlive-plain,texlive,texlive-xeindex,texlive,,,,,,,,,,,,,,,,,,,
texlive-fontspec,texlive,texlive-polyglossia,texlive,texlive-xepersian,texlive,,,,,,,,,,,,,,,,,,,
texlive-fontware,texlive,texlive-powerdot,texlive,texlive-xesearch,texlive,,,,,,,,,,,,,,,,,,,
texlive-fontwrap,texlive,texlive-preprint,texlive,texlive-xetex,texlive,,,,,,,,,,,,,,,,,,,
texlive-footmisc,texlive,texlive-psfrag,texlive,texlive-xetex-itrans,texlive,,,,,,,,,,,,,,,,,,,
texlive-fp,texlive,texlive-pslatex,texlive,texlive-xetex-pstricks,texlive,,,,,,,,,,,,,,,,,,,
texlive-fpl,texlive,texlive-psnfss,texlive,texlive-xetex-tibetan,texlive,,,,,,,,,,,,,,,,,,,
texlive-framed,texlive,texlive-pspicture,texlive,texlive-xetexconfig,texlive,,,,,,,,,,,,,,,,,,,
texlive-garuda-c90,texlive,texlive-pst-3d,texlive,texlive-xetexfontinfo,texlive,,,,,,,,,,,,,,,,,,,
texlive-geometry,texlive,texlive-pst-arrow,texlive,texlive-xifthen,texlive,,,,,,,,,,,,,,,,,,,
texlive-glyphlist,texlive,texlive-pst-blur,texlive,texlive-xkeyval,texlive,,,,,,,,,,,,,,,,,,,
texlive-graphics,texlive,texlive-pst-coil,texlive,texlive-xltxtra,texlive,,,,,,,,,,,,,,,,,,,
texlive-graphics-cfg,texlive,texlive-pst-eps,texlive,texlive-xmltex,texlive,,,,,,,,,,,,,,,,,,,
texlive-graphics-def,texlive,texlive-pst-fill,texlive,texlive-xmltexconfig,texlive,,,,,,,,,,,,,,,,,,,
texlive-gsftopk,texlive,texlive-pst-grad,texlive,texlive-xstring,texlive,,,,,,,,,,,,,,,,,,,
texlive-helvetic,texlive,texlive-pst-math,texlive,texlive-xtab,texlive,,,,,,,,,,,,,,,,,,,
texlive-hyperref,texlive,texlive-pst-node,texlive,texlive-xunicode,texlive,,,,,,,,,,,,,,,,,,,
texlive-hyph-utf8,texlive,texlive-pst-plot,texlive,texlive-zapfchan,texlive,,,,,,,,,,,,,,,,,,,
texlive-hyphen-base,texlive,texlive-pst-slpe,texlive,texlive-zapfding,texlive,,,,,,,,,,,,,,,,,,,
texlive-hyphenat,texlive,texlive-pst-text,texlive,tftp,tftp,,,,,,,,,,,,,,,,,,,
texlive-ifetex,texlive,texlive-pst-tools,texlive,tftp-server,tftp,,,,,,,,,,,,,,,,,,,
texlive-ifluatex,texlive,texlive-pst-tree,texlive,theora-tools,libtheora,,,,,,,,,,,,,,,,,,,
texlive-ifmtarg,texlive,texlive-pstricks,texlive,tigervnc,tigervnc,,,,,,,,,,,,,,,,,,,
texlive-ifoddpage,texlive,texlive-pstricks-add,texlive,tigervnc-icons,tigervnc,,,,,,,,,,,,,,,,,,,
texlive-iftex,texlive,texlive-ptext,texlive,tigervnc-license,tigervnc,,,,,,,,,,,,,,,,,,,
texlive-ifxetex,texlive,texlive-pxfonts,texlive,tigervnc-selinux,tigervnc,,,,,,,,,,,,,,,,,,,
texlive-import,texlive,texlive-qstest,texlive,tigervnc-server,tigervnc,,,,,,,,,,,,,,,,,,,
texlive-index,texlive,texlive-rcs,texlive,tigervnc-server-minimal,tigervnc,,,,,,,,,,,,,,,,,,,
texlive-jadetex,texlive,texlive-realscripts,texlive,tigervnc-server-module,tigervnc,,,,,,,,,,,,,,,,,,,
texlive-jknapltx,texlive,texlive-rsfs,texlive,time,time,,,,,,,,,,,,,,,,,,,
texlive-kastrup,texlive,texlive-sansmath,texlive,timedatex,timedatex,,,,,,,,,,,,,,,,,,,
texlive-kerkis,texlive,texlive-sauerj,texlive,tinycdb,tinycdb,,,,,,,,,,,,,,,,,,,
texlive-knuth-lib,texlive,texlive-scheme-basic,texlive,tinyxml2,tinyxml2,,,,,,,,,,,,,,,,,,,
texlive-knuth-local,texlive,texlive-section,texlive,tix,tix,,,,,,,,,,,,,,,,,,,
texlive-koma-script,texlive,texlive-sectsty,texlive,tk,tk,,,,,,,,,,,,,,,,,,,
texlive-kpathsea,texlive,texlive-seminar,texlive,tk-devel,tk,,,,,,,,,,,,,,,,,,,
texlive-l3experimental,texlive,texlive-sepnum,texlive,tmpwatch,tmpwatch,,,,,,,,,,,,,,,,,,,
texlive-l3kernel,texlive,texlive-setspace,texlive,tmux,tmux,,,,,,,,,,,,,,,,,,,
texlive-l3packages,texlive,texlive-showexpl,texlive,tog-pegasus,tog-pegasus,,,,,,,,,,,,,,,,,,,
texlive-lastpage,texlive,texlive-soul,texlive,tog-pegasus-libs,tog-pegasus,,,,,,,,,,,,,,,,,,,
texlive-latex,texlive,texlive-stmaryrd,texlive,tokyocabinet,tokyocabinet,,,,,,,,,,,,,,,,,,,
texlive-latex-fonts,texlive,texlive-subfig,texlive,tomcat,tomcat,,,,,,,,,,,,,,,,,,,
texlive-latex2man,texlive,texlive-subfigure,texlive,tomcat-el-3.0-api,tomcat,,,,,,,,,,,,,,,,,,,
texlive-latexconfig,texlive,texlive-svn-prov,texlive,tomcat-jsp-2.3-api,tomcat,,,,,,,,,,,,,,,,,,,
texlive-lettrine,texlive,texlive-symbol,texlive,tomcat-lib,tomcat,,,,,,,,,,,,,,,,,,,
texlive-lib,texlive,texlive-t2,texlive,tomcat-servlet-4.0-api,tomcat,,,,,,,,,,,,,,,,,,,
texlive-linegoal,texlive,texlive-tabu,texlive,tomcatjss,tomcatjss,,,,,,,,,,,,,,,,,,,
texlive-lineno,texlive,texlive-tabulary,texlive,toolbox,toolbox,,,,,,,,,,,,,,,,,,,
texlive-listings,texlive,texlive-tetex,texlive,toolbox-tests,toolbox,,,,,,,,,,,,,,,,,,,
texlive-lm,texlive,texlive-tex,texlive,tpm-quote-tools,tpm-quote-tools,,,,,,,,,,,,,,,,,,,
texlive-lm-math,texlive,texlive-tex-gyre,texlive,tpm-tools,tpm-tools,,,,,,,,,,,,,,,,,,,
texlive-ltabptch,texlive,texlive-tex-gyre-math,texlive,tpm-tools-pkcs11,tpm-tools,,,,,,,,,,,,,,,,,,,
texlive-ltxmisc,texlive,texlive-tex-ini-files,texlive,tpm2-abrmd,tpm2-abrmd,,,,,,,,,,,,,,,,,,,
texlive-lua-alt-getopt,texlive,texlive-tex4ht,texlive,tpm2-abrmd-selinux,tpm2-abrmd-selinux,,,,,,,,,,,,,,,,,,,
texlive-lualatex-math,texlive,texlive-texconfig,texlive,tpm2-tools,tpm2-tools,,,,,,,,,,,,,,,,,,,
texlive-lualibs,texlive,texlive-texlive-common-doc,texlive,tpm2-tss,tpm2-tss,,,,,,,,,,,,,,,,,,,
texlive-luaotfload,texlive,texlive-texlive-docindex,texlive,tpm2-tss-devel,tpm2-tss,,,,,,,,,,,,,,,,,,,
texlive-luatex,texlive,texlive-texlive-en,texlive,trace-cmd,trace-cmd,,,,,,,,,,,,,,,,,,,
texlive-luatex85,texlive,texlive-texlive-msg-translations,texlive,traceroute,traceroute,,,,,,,,,,,,,,,,,,,
texlive-luatexbase,texlive,texlive-texlive-scripts,texlive,tree,tree,,,,,,,,,,,,,,,,,,,
texlive-makecmds,texlive,texlive-texlive.infra,texlive,trousers,trousers,,,,,,,,,,,,,,,,,,,
texlive-makeindex,texlive,texlive-textcase,texlive,trousers-lib,trousers,,,,,,,,,,,,,,,,,,,
texlive-manfnt-font,texlive,texlive-textpos,texlive,ttmkfdir,ttmkfdir,,,,,,,,,,,,,,,,,,,
texlive-marginnote,texlive,texlive-threeparttable,texlive,tuned,tuned,,,,,,,,,,,,,,,,,,,
texlive-marvosym,texlive,texlive-thumbpdf,texlive,tuned-gtk,tuned,,,,,,,,,,,,,,,,,,,
texlive-mathpazo,texlive,texlive-times,texlive,tuned-profiles-atomic,tuned,,,,,,,,,,,,,,,,,,,
texlive-mathspec,texlive,texlive-tipa,texlive,tuned-profiles-compat,tuned,,,,,,,,,,,,,,,,,,,
texlive-mathtools,texlive,texlive-titlesec,texlive,tuned-profiles-cpu-partitioning,tuned,,,,,,,,,,,,,,,,,,,
texlive-mdwtools,texlive,texlive-titling,texlive,tuned-profiles-mssql,tuned,,,,,,,,,,,,,,,,,,,
texlive-memoir,texlive,texlive-tocloft,texlive,tuned-profiles-oracle,tuned,,,,,,,,,,,,,,,,,,,
texlive-metafont,texlive,texlive-tools,texlive,tuned-utils,tuned,,,,,,,,,,,,,,,,,,,
texlive-metalogo,texlive,texlive-trimspaces,texlive,tuned-utils-systemtap,tuned,,,,,,,,,,,,,,,,,,,
texlive-metapost,texlive,texlive-txfonts,texlive,twolame-libs,twolame,,,,,,,,,,,,,,,,,,,
texlive-mflogo,texlive,texlive-type1cm,texlive,tzdata,tzdata,,,,,,,,,,,,,,,,,,,
texlive-mflogo-font,texlive,texlive-typehtml,texlive,tzdata-java,tzdata,,,,,,,,,,,,,,,,,,,
texlive-mfnfss,texlive,texlive-ucharclasses,texlive,u2f-hidraw-policy,u2f-hidraw-policy,,,,,,,,,,,,,,,,,,,
texlive-mfware,texlive,texlive-ucs,texlive,uchardet,uchardet,,,,,,,,,,,,,,,,,,,
texlive-microtype,texlive,texlive-uhc,texlive,ucs-miscfixed-fonts,ucs-miscfixed-fonts,,,,,,,,,,,,,,,,,,,
texlive-mnsymbol,texlive,texlive-ulem,texlive,udica,udica,,,,,,,,,,,,,,,,,,,
texlive-mparhack,texlive,texlive-underscore,texlive,udisks2,udisks2,,,,,,,,,,,,,,,,,,,
texlive-mptopdf,texlive,texlive-unicode-data,texlive,udisks2-iscsi,udisks2,,,,,,,,,,,,,,,,,,,
texlive-ms,texlive,texlive-unicode-math,texlive,udisks2-lsm,udisks2,,,,,,,,,,,,,,,,,,,
texlive-multido,texlive,texlive-unisugar,texlive,udisks2-lvm2,udisks2,,,,,,,,,,,,,,,,,,,
texlive-multirow,texlive,texlive-updmap-map,texlive,udisks2-qt5,udisks2-qt5,,,,,,,,,,,,,,,,,,,
texlive-natbib,texlive,texlive-upquote,texlive,uharden-cli,uharden-cli,,,,,,,,,,,,,,,,,,,
texlive-ncctools,texlive,texlive-url,texlive,uharden-dbus,uharden-dbus,,,,,,,,,,,,,,,,,,,
texlive-ncntrsbk,texlive,texlive-utopia,texlive,unbound,unbound,,,,,,,,,,,,,,,,,,,
texlive-needspace,texlive,texlive-varwidth,texlive,unbound-devel,unbound,,,,,,,,,,,,,,,,,,,
texlive-norasi-c90,texlive,texlive-wadalab,texlive,unbound-libs,unbound,,,,,,,,,,,,,,,,,,,
texlive-ntgclass,texlive,texlive-was,texlive,unicode-ucd,unicode-ucd,,,,,,,,,,,,,,,,,,,
texlive-oberdiek,texlive,texlive-wasy,texlive,units,units,,,,,,,,,,,,,,,,,,,
texlive-overpic,texlive,texlive-wasy2-ps,texlive,univocity-parsers,univocity-parsers,,,,,,,,,,,,,,,,,,,
texlive-palatino,texlive,texlive-wasysym,texlive,univocity-parsers-javadoc,univocity-parsers,,,,,,,,,,,,,,,,,,,
texlive-paralist,texlive,texlive-wrapfig,texlive,unixODBC,unixODBC,,,,,,,,,,,,,,,,,,,
texlive-parallel,texlive,texlive-xcolor,texlive,unixODBC-devel,unixODBC,,,,,,,,,,,,,,,,,,,
texlive-parskip,texlive,texlive-xdvi,texlive,unrar,unrar,,,,,,,,,,,,,,,,,,,
texlive-passivetex,texlive,texlive-xecjk,texlive,unzip,unzip,,,,,,,,,,,,,,,,,,,
texlive-pdfpages,texlive,texlive-xecolor,texlive,uos-license-content,uos-license-content,,,,,,,,,,,,,,,,,,,
texlive-pdftex,texlive,texlive-xecyr,texlive,uos-license-mini,uos-license,,,,,,,,,,,,,,,,,,,
texlive-pgf,texlive,texlive-xeindex,texlive,uos-permissionmanager-auditd,uos-permissionmanager-auditd,,,,,,,,,,,,,,,,,,,
texlive-philokalia,texlive,texlive-xepersian,texlive,upower,upower,,,,,,,,,,,,,,,,,,,
texlive-placeins,texlive,texlive-xesearch,texlive,uptimed,uptimed,,,,,,,,,,,,,,,,,,,
texlive-plain,texlive,texlive-xetex,texlive,urw-base35-bookman-fonts,urw-base35-fonts,,,,,,,,,,,,,,,,,,,
texlive-polyglossia,texlive,texlive-xetex-itrans,texlive,urw-base35-c059-fonts,urw-base35-fonts,,,,,,,,,,,,,,,,,,,
texlive-powerdot,texlive,texlive-xetex-pstricks,texlive,urw-base35-d050000l-fonts,urw-base35-fonts,,,,,,,,,,,,,,,,,,,
texlive-preprint,texlive,texlive-xetex-tibetan,texlive,urw-base35-fonts,urw-base35-fonts,,,,,,,,,,,,,,,,,,,
texlive-psfrag,texlive,texlive-xetexconfig,texlive,urw-base35-fonts-common,urw-base35-fonts,,,,,,,,,,,,,,,,,,,
texlive-pslatex,texlive,texlive-xetexfontinfo,texlive,urw-base35-gothic-fonts,urw-base35-fonts,,,,,,,,,,,,,,,,,,,
texlive-psnfss,texlive,texlive-xifthen,texlive,urw-base35-nimbus-mono-ps-fonts,urw-base35-fonts,,,,,,,,,,,,,,,,,,,
texlive-pspicture,texlive,texlive-xkeyval,texlive,urw-base35-nimbus-roman-fonts,urw-base35-fonts,,,,,,,,,,,,,,,,,,,
texlive-pst-3d,texlive,texlive-xltxtra,texlive,urw-base35-nimbus-sans-fonts,urw-base35-fonts,,,,,,,,,,,,,,,,,,,
texlive-pst-arrow,texlive,texlive-xmltex,texlive,urw-base35-p052-fonts,urw-base35-fonts,,,,,,,,,,,,,,,,,,,
texlive-pst-blur,texlive,texlive-xmltexconfig,texlive,urw-base35-standard-symbols-ps-fonts,urw-base35-fonts,,,,,,,,,,,,,,,,,,,
texlive-pst-coil,texlive,texlive-xstring,texlive,urw-base35-z003-fonts,urw-base35-fonts,,,,,,,,,,,,,,,,,,,
texlive-pst-eps,texlive,texlive-xtab,texlive,usb_modeswitch,usb_modeswitch,,,,,,,,,,,,,,,,,,,
texlive-pst-fill,texlive,texlive-xunicode,texlive,usb_modeswitch-data,usb_modeswitch-data,,,,,,,,,,,,,,,,,,,
texlive-pst-grad,texlive,texlive-zapfchan,texlive,usbmuxd,usbmuxd,,,,,,,,,,,,,,,,,,,
texlive-pst-math,texlive,texlive-zapfding,texlive,usbredir,usbredir,,,,,,,,,,,,,,,,,,,
texlive-pst-node,texlive,tftp,tftp,usbredir-devel,usbredir,,,,,,,,,,,,,,,,,,,
texlive-pst-plot,texlive,tftp-server,tftp,usbutils,usbutils,,,,,,,,,,,,,,,,,,,
texlive-pst-slpe,texlive,theora-tools,libtheora,usermode,usermode,,,,,,,,,,,,,,,,,,,
texlive-pst-text,texlive,tigervnc,tigervnc,usermode-gtk,usermode,,,,,,,,,,,,,,,,,,,
texlive-pst-tools,texlive,tigervnc-icons,tigervnc,userspace-rcu,userspace-rcu,,,,,,,,,,,,,,,,,,,
texlive-pst-tree,texlive,tigervnc-license,tigervnc,utf8proc,utf8proc,,,,,,,,,,,,,,,,,,,
texlive-pstricks,texlive,tigervnc-selinux,tigervnc,util-linux,util-linux,,,,,,,,,,,,,,,,,,,
texlive-pstricks-add,texlive,tigervnc-server,tigervnc,util-linux-user,util-linux,,,,,,,,,,,,,,,,,,,
texlive-ptext,texlive,tigervnc-server-minimal,tigervnc,utsudo,utsudo,,,,,,,,,,,,,,,,,,,
texlive-pxfonts,texlive,tigervnc-server-module,tigervnc,uuidd,util-linux,,,,,,,,,,,,,,,,,,,
texlive-qstest,texlive,time,time,valgrind,valgrind,,,,,,,,,,,,,,,,,,,
texlive-rcs,texlive,timedatex,timedatex,valgrind-devel,valgrind,,,,,,,,,,,,,,,,,,,
texlive-realscripts,texlive,tinycdb,tinycdb,velocity,velocity,,,,,,,,,,,,,,,,,,,
texlive-rsfs,texlive,tinyxml2,tinyxml2,velocity-demo,velocity,,,,,,,,,,,,,,,,,,,
texlive-sansmath,texlive,tix,tix,velocity-javadoc,velocity,,,,,,,,,,,,,,,,,,,
texlive-sauerj,texlive,tk,tk,velocity-manual,velocity,,,,,,,,,,,,,,,,,,,
texlive-scheme-basic,texlive,tk-devel,tk,veritysetup,cryptsetup,,,,,,,,,,,,,,,,,,,
texlive-section,texlive,tmpwatch,tmpwatch,vid.stab,vid.stab,,,,,,,,,,,,,,,,,,,
texlive-sectsty,texlive,tmux,tmux,vim-X11,vim,,,,,,,,,,,,,,,,,,,
texlive-seminar,texlive,tog-pegasus,tog-pegasus,vim-common,vim,,,,,,,,,,,,,,,,,,,
texlive-sepnum,texlive,tog-pegasus-libs,tog-pegasus,vim-data,vim,,,,,,,,,,,,,,,,,,,
texlive-setspace,texlive,tokyocabinet,tokyocabinet,vim-enhanced,vim,,,,,,,,,,,,,,,,,,,
texlive-showexpl,texlive,tomcat,tomcat,vim-filesystem,vim,,,,,,,,,,,,,,,,,,,
texlive-soul,texlive,tomcat-el-3.0-api,tomcat,vim-minimal,vim,,,,,,,,,,,,,,,,,,,
texlive-stmaryrd,texlive,tomcat-jsp-2.3-api,tomcat,virt-install,virt-manager,,,,,,,,,,,,,,,,,,,
texlive-subfig,texlive,tomcat-lib,tomcat,virt-manager,virt-manager,,,,,,,,,,,,,,,,,,,
texlive-subfigure,texlive,tomcat-servlet-4.0-api,tomcat,virt-manager-common,virt-manager,,,,,,,,,,,,,,,,,,,
texlive-svn-prov,texlive,tomcatjss,tomcatjss,virt-toolset,virt-toolset,,,,,,,,,,,,,,,,,,,
texlive-symbol,texlive,toolbox,toolbox,virt-viewer,virt-viewer,,,,,,,,,,,,,,,,,,,
texlive-t2,texlive,toolbox-tests,toolbox,virt-what,virt-what,,,,,,,,,,,,,,,,,,,
texlive-tabu,texlive,tpm-quote-tools,tpm-quote-tools,vo-amrwbenc,vo-amrwbenc,,,,,,,,,,,,,,,,,,,
